instance,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
1610,None,1,0,None,0,0,0,0,3,2,5,2,119,1565804,31,0,0,126,-0.533100036,6.78,10.51,8.8,
1611,0,0,2,3,1,0,1,0,2,0,7,7,101,568914,41,42569,0,110,1.575221023,5.27,8.23,8.79,
1612,0,0,0,5,2,0,1,0,2,2,4,6,119,564444,41,0,0,157,1.220986982,5.75,15,8.02,
1613,1,7,0,10,2,0,1,0,1,0,6,4,116,259307,16,0,0,220,2.248193343,5.06,9.44,10.3,
1614,4,0,0,12,2,0,1,0,2,0,7,5,132,591534,41,0,5975,126,0.0119499,4.37,13.77,6.46,
1615,0,3,0,1,2,0,1,0,0,2,8,6,160,304750,28,0,0,126,4.310125495,5.28,9.96,8.15,
1616,0,3,1,8,5,0,0,0,3,1,9,2,110,510826,28,0,0,126,1.570904085,5.6,7.24,8.53,
1617,0,10,0,4,2,0,1,0,3,0,7,3,94,1071443,44,47199,0,188,2.991864385,4.47,12.8,7.22,
1618,0,7,3,9,3,4,1,0,1,4,0,6,198,213324,16,0,0,126,3.201551578,5.16,9.81,8.19,
1619,0,12,0,7,2,0,1,0,0,1,9,4,176,147404,19,0,0,126,-0.057736283,6.38,10.44,7.97,
1620,0,8,0,10,2,0,1,0,2,4,6,6,107,308193,13,0,0,126,2.392501013,5.31,14.89,7.8,
1621,0,3,0,3,2,0,1,0,1,0,6,7,69,634994,28,0,0,157,2.917568698,6.95,9.25,10.51,
1622,0,1,0,4,2,0,1,0,3,2,4,4,107,796199,31,0,0,188,-0.200214037,5.35,7.79,9.65,
1623,0,0,2,1,3,0,1,0,1,0,8,0,101,559546,41,0,0,113,1.302832316,3.87,9.63,9.85,
1624,0,3,2,1,3,0,1,0,3,0,2,0,63,397625,28,0,0,126,1.535328848,5.19,6.84,5,
1625,4,3,3,8,5,0,0,0,1,2,0,5,110,678798,28,0,0,119,1.656756272,4.16,8.02,10.14,
1626,0,1,0,8,2,0,1,0,2,0,2,1,116,1472505,31,0,0,126,3.203274969,5.36,7.35,8.15,
1627,0,3,1,0,5,0,0,0,0,0,0,1,126,1090020,28,0,0,126,2.425328549,5.1,7.88,10.52,
1628,0,4,2,5,3,0,0,None,3,4,4,6,97,535422,47,0,0,251,2.319445191,5.59,9.48,10.04,
1629,4,10,0,5,2,0,1,0,2,1,3,3,201,366373,44,0,0,79,3.54068165,4.86,9.99,8.68,
1630,2,4,0,5,2,0,1,36,0,0,5,3,129,237951,47,0,0,141,4.034771197,4.52,7.8,5.39,
1631,None,3,2,None,1,0,0,0,1,0,0,2,60,686347,28,0,5033,94,3.38221556,4.38,9.01,6.03,
1632,0,6,0,1,2,0,1,0,0,2,5,4,179,1013764,35,0,0,126,1.174647715,6.14,11.55,7.46,
1633,4,5,0,8,0,0,0,0,3,4,8,3,148,537511,38,0,0,110,3.636118277,4.37,12.34,9.53,
1634,0,0,2,5,1,0,0,0,0,1,9,2,72,661224,41,0,0,126,1.379053183,5.21,6.57,6.69,
1635,1,0,2,5,3,4,1,0,1,4,8,0,88,715938,41,0,0,157,2.927337033,3.93,10.22,7.27,
1636,0,0,2,4,3,0,1,0,0,1,1,7,154,592800,41,0,0,126,0.967372454,5.86,7.25,10.24,
1637,0,3,2,2,3,0,0,0,2,0,7,3,132,565546,28,0,0,204,0.174746882,4.52,11.09,8.38,
1638,0,6,0,8,2,0,1,0,0,1,5,3,116,480378,35,24153,0,126,1.667932472,6.09,7.83,6.77,
1639,0,3,0,2,2,0,1,0,0,0,6,7,91,515347,28,0,0,126,1.210633399,4.54,7.92,9.88,
1640,None,0,4,None,5,0,0,0,0,1,9,7,182,1109749,41,87424,0,157,0.973869095,3.91,9.15,6.53,
1641,0,1,0,4,2,0,1,0,0,3,1,0,135,534743,31,0,0,157,3.151039697,5.99,10.68,6.46,
1642,0,1,2,2,1,4,0,0,3,3,3,7,94,325623,31,0,0,126,1.680450598,3.89,9.92,7.49,
1643,0,10,1,5,3,0,1,0,1,2,3,3,182,105950,44,0,0,63,1.023895421,5.04,10.31,5.33,
1644,0,2,3,11,3,4,0,0,0,3,5,4,163,631655,22,0,0,57,0.572706149,4.77,16.73,8.37,
1645,None,8,0,None,2,0,1,0,1,3,1,2,207,572957,13,0,0,94,3.576917028,3.58,12.22,8.61,
1646,0,0,2,3,1,0,1,0,3,1,6,1,104,350498,41,0,0,126,2.142599383,3.49,12.06,9.25,
1647,0,0,0,4,2,4,1,0,3,3,7,4,107,1001040,41,0,0,141,4.148270712,5.15,9.34,6.62,
1648,0,0,3,8,5,0,0,0,0,2,2,5,163,355295,41,0,3431,126,2.794422089,2.89,13.48,9.59,
1649,0,1,0,8,0,0,0,0,1,4,2,7,85,941020,31,0,0,173,2.432294217,6.02,8.1,9.82,
1650,1,1,0,4,2,0,1,0,1,3,8,4,104,615410,31,0,0,141,2.050812557,5.38,7.18,7.57,
1651,1,3,0,2,2,4,1,0,1,2,7,5,170,712309,28,0,0,141,3.80594597,5.22,11.71,11.01,
1652,4,0,0,1,2,0,1,0,2,1,2,4,123,807380,41,0,0,126,0.528060438,3.53,7.32,4.62,
1653,4,1,2,8,1,4,1,0,1,2,2,5,97,928620,31,0,0,126,2.266205901,4.43,8.33,5.11,
1654,0,0,0,5,0,0,0,0,1,4,2,1,94,316465,41,0,0,119,0.402833157,4.77,11.2,9.73,
1655,0,3,1,9,3,0,0,0,3,1,1,5,192,88879,28,0,0,258,1.872696689,5.03,11.93,5.47,
1656,0,1,4,0,5,0,0,0,0,0,5,2,170,202385,31,0,0,126,2.215217915,3.14,10.4,5.57,
1657,0,2,0,1,2,0,1,0,1,3,7,0,104,502303,22,0,0,126,2.065348608,4.81,10.28,6.8,
1658,0,3,2,9,1,0,1,0,1,4,7,6,66,370780,28,0,0,75,3.257841808,3.14,11.5,8.7,
1659,0,3,2,3,1,0,1,0,2,2,0,7,75,596950,28,0,0,126,1.764851923,4.52,13.11,8.13,
1660,0,1,2,6,5,0,1,0,0,3,4,2,79,341438,31,0,0,157,3.267584087,5.08,12.49,12.4,
1661,3,1,0,4,0,4,0,0,3,4,4,2,104,1094817,31,0,0,126,1.729163511,6.31,10.4,7.32,
1662,0,1,0,8,2,0,1,0,2,3,2,3,226,417056,31,0,0,47,2.475297159,4.84,7.73,7.73,
1663,0,3,0,1,2,0,1,0,2,0,1,3,110,1006268,28,0,0,101,1.512161297,5.3,11.38,6.41,
1664,0,3,2,2,1,0,0,20,3,0,9,1,63,849854,28,0,0,126,1.562270046,4.94,11.01,7.29,
1665,0,0,0,5,2,0,1,0,3,4,6,5,75,315168,41,0,0,141,0.832119925,6.55,5.15,5.74,
1666,0,0,2,2,1,0,1,0,0,4,3,2,82,605234,41,0,0,126,2.745887799,3.45,14.12,6.38,
1667,0,6,0,4,2,0,1,0,1,4,7,6,145,874374,35,0,0,126,1.218569428,5.18,10.37,6.3,
1668,0,3,2,1,1,0,1,0,1,4,1,2,69,746819,28,0,0,126,2.305817124,6.49,8.89,12.71,
1669,2,3,2,1,3,0,1,0,3,3,8,4,101,882882,28,0,0,126,2.12686156,5.94,8.62,8.3,
1670,None,9,2,None,1,4,0,0,0,3,8,7,101,805413,25,0,0,126,2.700959827,5.5,8.86,6.96,
1671,0,0,2,5,1,0,1,0,2,4,6,2,104,770353,41,0,0,126,0.95188715,6.96,13.42,7.79,
1672,2,3,0,4,2,0,1,0,1,4,2,7,126,707377,28,0,0,126,0.970788357,3.72,9.93,4.19,
1673,5,5,1,8,5,0,1,0,1,4,9,0,145,605633,38,0,7094,119,0.834916149,4.48,10.1,10.42,
1674,0,1,5,3,5,4,0,0,3,0,8,7,129,662386,31,0,0,126,1.094047877,5.92,7.47,8.45,
1675,0,3,0,10,2,0,1,0,1,2,3,2,85,466303,28,0,0,188,-0.511734569,5.92,10.9,6.79,
1676,0,3,1,8,5,0,0,0,0,2,9,5,91,917722,28,0,0,94,3.15655316,5.95,12.13,4.49,
1677,5,0,2,5,3,0,1,0,0,3,6,1,123,538727,41,0,0,126,3.454290246,5.54,12.15,6.99,
1678,0,2,0,10,2,1,1,19,0,0,3,1,75,389504,22,0,0,126,2.689053791,5.27,6.77,6.76,
1679,0,3,0,7,0,0,0,0,1,0,6,6,88,358101,28,0,0,126,1.169012097,5.11,9.44,8.48,
1680,0,0,2,5,3,0,1,0,1,2,7,4,88,732855,41,0,0,141,4.101658009,4.69,11.82,6.89,
1681,5,0,1,4,3,0,1,0,3,2,0,6,129,620647,41,0,0,126,1.090153322,5.16,11.51,10.33,
1682,0,1,2,9,1,0,1,0,3,2,2,1,79,653059,31,0,0,63,1.545593888,5.14,11.6,6.16,
1683,0,3,0,4,2,0,1,0,3,3,9,1,129,538940,28,0,0,126,2.372727246,6.84,10.65,8.41,
1684,0,3,2,5,3,0,1,0,3,3,0,3,69,603239,28,0,0,126,3.734425968,4.43,10.91,6.37,
1685,0,12,2,1,3,0,1,0,2,3,4,7,97,326286,19,0,0,141,2.837762675,3.79,8.34,7.97,
1686,0,3,2,3,1,0,0,0,2,3,8,5,60,529965,28,0,0,79,-0.517452431,5.11,12.22,8.18,
1687,0,1,0,3,0,0,0,0,0,0,6,6,119,584792,31,0,0,126,0.705517196,4.69,11.41,8.83,
1688,0,1,2,3,1,0,0,0,0,3,0,3,60,587984,31,0,0,79,1.889792216,3.11,12.49,8.59,
1689,5,1,0,8,2,1,1,None,0,4,2,2,82,109522,31,0,0,119,3.241917089,5.52,12.11,6.33,
1690,5,3,0,10,2,0,1,0,2,2,1,4,157,170720,28,0,0,126,1.146027443,4.57,8.57,8.07,
1691,0,3,2,3,3,0,0,0,1,1,7,5,63,556964,28,0,0,119,1.0273115,5.6,8.95,9.43,
1692,0,2,2,8,1,0,0,0,3,1,8,6,53,381468,22,0,0,50,1.653020835,5.06,9.45,6.48,
1693,0,1,3,8,5,0,0,0,3,3,8,3,138,452198,31,0,0,126,2.837571755,5.29,6.66,10.34,
1694,0,3,2,6,4,4,1,0,0,1,5,4,72,154868,28,0,0,126,1.867808841,4.07,8.51,6.6,
1695,0,4,0,4,2,0,1,0,3,2,9,2,129,523584,47,0,0,157,4.007352037,5.68,11.29,6.6,
1696,0,1,0,7,2,0,1,0,3,4,7,2,145,591640,31,0,0,157,1.081250566,6.44,9.43,7.43,
1697,0,2,2,2,1,0,1,0,1,0,1,5,53,979885,22,0,0,79,1.690603908,5.98,11.69,9.29,
1698,0,1,0,3,2,0,1,0,3,3,4,0,79,350837,31,0,0,135,3.422733147,5.75,9.86,6.32,
1699,0,3,2,1,3,0,1,0,3,3,7,4,69,994342,28,0,0,157,4.336877248,3.93,7.36,7.39,
1700,2,4,0,5,2,0,1,0,0,1,3,4,179,499601,47,314156,0,188,4.048629473,6.54,6.08,6.67,
1701,0,2,0,7,4,0,1,20,0,4,1,4,79,782225,22,0,0,126,2.11698433,7.39,11.36,8.13,
1702,0,3,2,7,1,0,1,0,1,3,5,3,101,469765,28,0,0,126,2.795030151,6.09,11.02,9.78,
1703,0,1,2,8,1,1,1,0,1,1,3,6,75,485599,31,0,0,63,2.238710006,4.54,9.09,9.38,
1704,0,1,2,7,3,0,0,0,2,3,0,4,132,1073661,31,0,0,126,1.903082642,4.03,9.15,9.24,
1705,1,10,0,4,2,0,1,20,3,0,0,6,151,1193438,44,0,0,126,3.057877607,4.6,9.98,7.65,
1706,0,10,2,4,3,0,0,0,3,1,6,4,107,532761,44,0,0,157,2.813821854,6.06,9.03,9.31,
1707,0,3,0,6,2,0,1,0,0,1,8,4,88,416845,28,0,0,126,2.707907841,5.66,13.84,9.85,
1708,0,3,0,7,2,1,1,19,1,0,0,0,94,299391,28,0,0,126,2.095287463,4.34,10.23,9.62,
1709,0,6,1,3,5,0,0,0,3,4,1,3,116,124426,35,0,0,126,1.450210116,3.3,9.6,6.68,
1710,0,2,0,10,2,0,1,0,3,4,1,3,170,659568,22,0,0,132,2.913062373,2.43,8.57,7.85,
1711,0,3,0,8,0,1,0,39,1,2,3,5,110,463818,28,0,0,126,1.906401821,6.61,6.81,7.5,
1712,0,8,0,1,2,0,1,0,3,3,2,6,148,848478,13,0,0,126,3.349343317,5.54,6.47,6.94,
1713,0,12,0,7,2,0,1,20,1,3,6,0,116,752088,19,0,0,126,2.268866438,5.31,13.38,7.89,
1714,1,12,2,8,1,0,1,0,1,4,2,4,53,188860,19,0,0,31,2.330890246,4.03,8.78,8.96,
1715,0,3,0,1,2,0,1,0,2,0,5,4,154,437523,28,22927,0,126,0.610605891,6.32,7.73,11.2,
1716,0,6,2,0,1,0,0,0,3,4,7,6,63,865060,35,0,0,79,1.530602699,5.45,12.95,10.18,
1717,4,0,2,0,5,1,0,19,1,4,6,4,79,767830,41,0,0,126,0.58829952,3.76,10.63,6.77,
1718,0,3,0,6,2,0,1,0,3,3,3,0,104,532487,28,0,0,126,2.642051873,4.68,9.61,7.58,
1719,0,14,0,10,2,0,1,0,2,4,7,7,167,1101160,9,0,0,126,1.739924235,4.36,12.39,9.43,
1720,4,3,4,10,5,0,0,0,1,3,3,6,132,449392,28,0,0,126,2.30434956,5.67,11.45,6.89,
1721,0,11,2,7,1,0,1,3,0,3,7,5,145,805888,6,0,0,126,1.320302576,3.7,10.96,8.38,
1722,0,13,0,4,2,0,1,0,3,0,4,0,170,572756,50,0,6211,157,4.180499819,4.68,11.23,9.12,
1723,0,3,0,1,2,4,1,0,3,3,6,3,138,327571,28,0,0,126,2.07454483,4.99,9.12,6.89,
1724,1,1,0,4,2,0,1,0,2,0,6,0,129,155735,31,0,0,188,1.126829025,3.53,7.92,6.51,
1725,0,3,1,5,3,0,0,0,3,4,6,3,145,372697,28,0,0,251,-0.227783445,5.66,11.78,8.01,
1726,4,3,1,8,3,0,0,0,2,0,6,5,129,1070284,28,0,0,126,2.426082672,5.41,10.35,5.99,
1727,0,12,0,6,2,0,1,0,3,4,2,3,72,397537,19,0,0,126,1.813136757,4.25,9.79,8.79,
1728,0,12,2,2,4,0,0,0,3,2,4,7,60,407213,19,0,0,94,2.347971274,5.11,13.89,10.3,
1729,4,5,0,12,2,0,1,0,2,4,2,2,91,662977,38,0,0,226,1.502121567,5.39,9.26,4.53,
1730,0,3,0,10,2,0,1,0,0,0,6,6,141,383921,28,0,0,126,1.079058725,6.32,7.42,12.25,
1731,0,3,2,7,3,0,1,0,0,3,4,7,88,448506,28,0,0,151,4.324382363,5.58,8.42,7.12,
1732,0,6,3,8,1,4,0,0,3,0,1,7,104,670127,35,0,0,157,0.390459028,3.51,9.59,7.52,
1733,2,1,0,4,2,0,1,0,0,3,2,6,113,566985,31,0,0,157,2.924450713,3.83,9.17,10.05,
1734,0,10,0,4,2,4,1,0,2,2,8,3,141,484773,44,0,0,126,1.569172212,5.7,11.74,6.01,
1735,0,3,1,3,3,0,0,2,2,0,9,5,173,728026,28,0,0,126,2.256227718,3.84,7.84,10.13,
1736,4,10,2,5,3,0,0,0,3,1,0,4,154,604282,44,14608,0,126,2.133641345,6.16,7.94,9.07,
1737,0,10,0,8,2,0,1,0,0,3,3,7,110,444799,44,0,0,141,2.492978131,4.09,6.23,7.32,
1738,0,3,1,8,5,0,0,0,1,1,9,3,182,334724,28,6830,0,126,2.404962323,4.22,11.44,9.09,
1739,0,12,4,11,3,0,0,0,0,3,4,2,236,320087,19,0,0,220,2.142751785,5.31,8.94,8.34,
1740,0,6,2,2,5,0,0,0,1,1,0,6,110,543009,35,0,0,94,0.685286832,4.5,9.51,9.57,
1741,0,3,2,2,3,0,1,0,0,2,5,4,97,193393,28,0,0,157,0.919355854,4.72,13.68,8.04,
1742,0,3,0,7,2,0,1,0,3,4,3,7,97,440470,28,0,0,126,1.936744526,4.93,12.97,8.51,
1743,0,10,2,4,3,0,1,0,1,0,2,5,85,1034922,44,0,0,116,1.946453039,6.71,11.12,8.32,
1744,4,3,2,8,3,0,0,0,3,1,6,3,82,324049,28,0,0,126,1.451716275,5.63,8.94,9.44,
1745,0,3,0,3,2,0,1,0,3,0,4,4,107,549116,28,0,0,141,2.410385412,6.09,11.93,5.96,
1746,None,7,2,None,1,0,1,0,2,4,4,7,53,444363,16,0,0,16,2.381317415,4.71,9.26,8.09,
1747,0,3,0,1,2,4,1,0,1,2,4,2,119,505193,28,13779,0,151,2.561816522,2.92,9.62,9.36,
1748,None,1,4,None,5,4,0,0,3,2,0,0,188,490016,31,0,0,170,2.957068267,5.18,12.22,9.7,
1749,4,1,0,2,2,0,1,0,1,3,6,3,129,1082668,31,0,4665,126,1.842002401,5.52,9.61,8.8,
1750,None,3,2,None,1,0,0,0,2,3,1,4,60,253558,28,0,0,126,2.682817056,5.01,6.39,9.62,
1751,0,3,0,8,2,0,1,0,0,2,6,7,185,452612,28,0,0,126,1.75891705,5.67,10.16,7.07,
1752,1,2,0,9,2,0,1,0,0,2,4,4,220,290136,22,0,0,126,1.154814828,4.74,9.85,6.64,
1753,0,0,0,3,2,0,1,0,0,0,8,2,154,916663,41,0,0,126,1.371487699,5.49,10.62,7.2,
1754,0,12,2,2,1,0,1,0,3,3,7,0,53,2267325,19,0,0,47,2.340088751,4.76,6.09,8.76,
1755,0,3,0,1,2,0,1,0,3,1,3,3,94,564692,28,0,0,141,1.973727789,6.11,11.12,6.02,
1756,0,8,1,7,5,0,0,0,3,2,9,2,182,689696,13,0,0,126,3.27898206,3.58,13.08,9.97,
1757,0,0,0,4,2,0,1,0,2,0,4,5,129,319164,41,0,0,188,3.565385927,5.34,9.92,7.55,
1758,0,3,0,7,2,0,1,0,3,1,5,0,91,409783,28,0,0,126,3.506610057,5.93,9.13,5.82,
1759,0,0,0,3,2,0,1,0,1,3,2,4,107,946408,41,0,0,157,0.485799568,5.69,9.42,9.54,
1760,0,1,3,2,3,0,1,0,2,0,1,5,104,1428536,31,0,0,126,1.544038815,5.06,9.16,7.13,
1761,4,3,1,4,3,0,1,0,2,4,4,0,182,431180,28,0,0,104,1.640068387,4.16,6.65,6.99,
1762,0,3,0,3,0,0,0,0,1,2,1,0,138,350294,28,0,0,126,4.137514436,3.66,14.71,4.52,
1763,5,1,5,9,1,0,1,0,3,2,0,5,101,647328,31,0,0,157,2.330156057,4.37,12.1,8.68,
1764,3,5,4,4,5,0,1,0,0,2,6,1,163,950838,38,42569,0,126,0.597473738,4.38,9.78,8.72,
1765,2,4,4,5,5,0,1,0,3,1,5,1,154,414144,47,314156,0,157,-0.080707488,5.59,12.5,10.84,
1766,0,1,0,2,2,0,1,0,3,3,1,7,116,549289,31,0,0,53,1.959168162,5.33,10.74,4.49,
1767,0,0,0,5,2,0,1,0,0,2,3,0,110,332421,41,0,0,151,0.567135034,5.2,8.81,5.96,
1768,0,5,2,1,3,0,1,0,1,3,6,4,94,1041183,38,15039,0,157,2.421670285,5.76,7.61,11.12,
1769,0,2,0,1,2,0,1,0,0,4,4,5,104,505906,22,0,0,154,1.206842926,5.59,8.97,7.71,
1770,0,3,0,8,2,0,1,0,2,2,2,7,185,358013,28,0,0,141,1.706970701,6.32,8.82,12.53,
1771,0,0,2,3,1,0,0,0,3,2,2,1,79,762556,41,0,0,63,2.451409709,4.86,10.74,6.84,
1772,0,0,0,7,2,0,1,0,3,1,6,2,138,1070922,41,0,6211,126,2.739340085,4.34,9.34,5.91,
1773,0,8,0,4,2,2,1,0,0,3,5,2,160,319569,13,12277,0,148,1.319453838,6.37,12.31,7.18,
1774,0,0,5,3,5,0,0,0,0,1,9,0,151,380928,41,0,7766,220,1.084372463,5.43,13.53,9.12,
1775,0,0,2,0,3,0,0,0,3,0,0,5,72,323785,41,0,0,126,2.870519781,5.93,9.03,7.11,
1776,5,3,0,4,2,0,1,0,1,4,0,0,182,152157,28,0,0,126,-0.161983558,4.65,11.7,7.82,
1777,0,3,0,7,2,0,1,0,0,1,3,2,123,703063,28,0,0,126,2.215592778,4.67,9.57,6.6,
1778,4,0,2,5,3,0,0,0,1,0,3,1,145,454058,41,0,0,126,0.721321456,5.41,10.27,5.77,
1779,0,1,0,7,2,1,1,0,2,4,7,2,113,585517,31,0,0,157,1.893485894,3.83,7.86,9.89,
1780,0,2,1,3,3,0,1,0,1,0,7,2,101,251510,22,0,0,135,1.888478409,3.99,7.65,6.7,
1781,0,6,0,1,2,0,1,21,3,0,6,7,116,506239,35,0,0,126,3.220311543,5.21,10.96,7.82,
1782,5,0,2,5,3,0,1,0,2,4,3,1,107,697327,41,0,0,141,2.538200079,6.24,11.41,7.21,
1783,4,3,0,2,2,0,1,0,2,3,3,0,182,974161,28,0,0,126,2.480986723,5.32,9.44,8.5,
1784,0,3,2,4,1,4,1,0,0,0,7,0,97,458468,28,0,0,126,0.279102625,4.53,7.18,8.05,
1785,0,10,2,5,3,0,0,0,1,0,5,5,126,1077780,44,0,0,173,3.034083018,4.46,10.36,10.46,
1786,0,3,0,1,2,0,1,0,1,2,1,0,198,256370,28,0,0,141,3.364117981,5.7,12.31,10.23,
1787,0,3,0,3,2,0,1,0,1,4,0,7,163,549000,28,0,0,188,2.592586817,6.92,8.98,5.32,
1788,0,3,0,2,0,4,0,0,0,2,8,5,179,477126,28,0,0,157,0.659742142,3.56,8.99,5.21,
1789,4,2,2,1,1,0,1,0,3,1,8,6,53,613434,22,0,0,110,0.502690236,4.26,10.22,7.61,
1790,0,3,0,2,0,4,0,0,1,2,6,0,154,533499,28,0,0,126,1.74746595,4.99,9.66,8.7,
1791,2,0,0,4,2,0,1,0,3,0,4,1,148,605994,41,0,5975,141,1.463585391,5.56,8.11,6.26,
1792,0,1,0,3,2,0,1,15,0,2,1,7,123,75731,31,0,0,126,2.990192505,5.21,10.76,7.09,
1793,0,3,5,1,5,0,1,29,0,4,4,3,138,933832,28,0,0,126,2.270211052,6.22,8.87,7.52,
1794,1,2,2,1,3,0,1,0,1,1,3,3,88,674465,22,0,0,126,0.822288033,4.73,8.8,9.43,
1795,0,1,2,4,1,0,1,0,2,4,3,3,69,1013710,31,0,0,126,1.75952715,4.66,10,5.17,
1796,0,0,0,4,2,0,1,4,3,0,3,5,148,492998,41,0,0,141,2.846010956,4.98,7.95,6.69,
1797,None,1,2,None,1,0,0,0,1,2,6,7,60,143392,31,0,0,79,0.589358782,6.61,9.03,6.4,
1798,4,10,0,5,2,0,1,0,0,2,9,2,113,360400,44,0,0,157,3.166355192,5.81,9.82,10.11,
1799,0,8,1,8,3,0,0,12,0,3,0,0,188,724278,13,0,0,110,1.946518357,4.72,8.9,7.58,
1800,0,3,2,4,5,0,1,0,2,0,8,2,75,1332142,28,0,0,126,2.269635443,4.97,8.03,6.13,
1801,0,9,2,7,1,0,1,0,2,2,3,1,63,705049,25,0,0,126,2.5017944,5.12,9.21,6.03,
1802,0,3,2,1,4,0,1,36,0,1,8,0,63,750580,28,0,0,126,1.749340511,5.33,8.88,6.94,
1803,0,3,2,4,3,0,1,3,0,2,5,0,94,621869,28,0,0,126,2.264579805,5.35,9.16,7.82,
1804,0,3,1,12,3,0,1,0,3,2,7,7,75,346741,28,0,0,126,3.627234516,5.43,10.94,10.08,
1805,0,12,1,3,3,0,0,0,2,4,5,7,119,253464,19,0,0,126,4.068773443,5.61,8.23,5.98,
1806,0,1,0,1,2,3,1,0,0,3,0,0,110,1198778,31,0,0,141,2.412929768,5.46,11.26,8.77,
1807,0,0,2,12,1,0,0,0,1,3,0,3,85,625717,41,0,0,126,2.859731752,5.16,7.06,5.14,
1808,1,0,1,4,3,0,1,0,1,2,5,2,157,137303,41,0,0,157,0.741140222,5.87,10.13,5.68,
1809,5,3,1,1,1,0,1,0,1,2,0,3,151,377403,28,27062,0,126,1.906136351,6.26,12.17,10.38,
1810,0,1,1,4,1,4,0,0,1,2,3,1,119,601549,31,0,0,126,2.35343167,5.78,11.38,8.63,
1811,0,3,0,4,2,0,1,0,0,3,4,3,154,121953,28,0,0,188,1.66373353,2.29,10.89,4.7,
1812,0,1,2,5,1,0,0,0,0,0,9,2,63,399563,31,0,0,47,2.177209428,3.52,10.75,7.52,
1813,0,3,2,6,3,0,1,0,2,3,7,7,91,710927,28,0,0,113,0.99825042,4.23,8.68,8.27,
1814,0,12,2,3,1,0,0,0,2,2,8,0,53,387468,19,0,0,63,2.699816669,5.7,10.57,9.74,
1815,0,3,3,3,1,0,0,0,3,0,7,1,63,1082254,28,0,0,82,1.301851827,5.51,8.01,9.36,
1816,0,3,4,7,5,4,0,0,0,2,8,2,123,1018602,28,0,0,126,1.67022212,4.61,9.09,8.75,
1817,0,1,2,7,3,0,1,0,1,1,4,4,123,1368597,31,0,0,126,3.494883556,4.55,12.18,7.97,
1818,0,3,2,7,3,4,1,0,2,4,1,7,79,994905,28,0,0,126,2.933424712,5.02,12.27,8.71,
1819,3,3,4,8,3,0,0,0,2,2,8,7,204,630719,28,0,0,126,1.664654861,3.93,11.01,8.5,
1820,1,3,0,10,2,0,1,0,3,0,4,6,170,324146,28,0,0,188,1.331018524,4.3,7.99,11.01,
1821,4,1,1,12,5,4,0,0,1,3,8,6,160,713961,31,0,0,126,2.748088828,5.01,10.28,11.5,
1822,None,10,1,None,5,0,0,None,3,2,1,7,148,514430,44,0,0,110,1.310015464,4.06,8.36,7.84,
1823,4,6,0,12,2,0,1,0,0,4,7,5,157,600453,35,0,0,126,0.227280937,6.71,15.23,4.12,
1824,0,1,2,12,1,4,0,0,2,2,4,7,72,390371,31,0,0,126,0.837707116,6.45,9.48,9.14,
1825,2,1,0,4,2,0,1,0,3,1,7,5,160,360259,31,0,0,173,3.094141119,3.82,10.05,6.69,
1826,0,3,1,6,3,0,1,0,1,4,9,4,85,533279,28,0,0,126,1.953165859,4.99,10.96,8.78,
1827,4,1,0,12,2,0,1,12,2,0,8,4,101,841504,31,0,0,157,2.09263788,4.25,11.42,8.15,
1828,None,3,2,None,1,0,1,0,1,0,5,5,110,808175,28,0,0,126,2.209564908,5.01,8.37,8.88,
1829,0,1,0,1,2,0,1,0,0,2,5,5,110,89762,31,12767,0,110,2.319850825,3.28,11.09,6.55,
1830,0,1,0,0,2,0,1,0,1,0,4,4,132,437077,31,0,0,126,3.067546509,4.72,11.46,6.63,
1831,1,10,1,5,3,0,0,0,2,4,5,3,132,137944,44,0,0,101,1.740092023,4.8,6.48,7.12,
1832,0,3,0,3,0,0,0,0,0,4,8,5,132,600512,28,0,0,126,1.300093078,5.01,9.83,8.04,
1833,3,3,0,5,2,0,1,0,1,3,4,1,167,837542,28,0,0,126,1.435777168,5.43,7.7,8.17,
1834,0,3,0,2,2,1,1,11,0,1,2,6,104,531256,28,0,0,126,2.381774821,5.09,9.93,8.28,
1835,0,1,2,2,1,1,0,15,1,1,2,3,104,220665,31,0,0,126,0.479612243,4.48,7.12,9.12,
1836,0,1,0,3,2,0,1,0,2,4,2,5,119,337099,31,0,0,188,2.499380998,6.63,12.11,6.62,
1837,0,1,2,2,1,0,1,0,1,4,7,4,63,411420,31,0,0,63,2.943279735,4.63,13.68,9.66,
1838,0,3,0,10,2,0,1,0,0,0,8,5,163,642148,28,0,0,267,2.379172579,5.74,9.91,8.5,
1839,0,2,2,3,1,0,1,0,3,2,3,4,57,955575,22,0,0,110,3.145190349,5.72,9.47,9.88,
1840,0,1,3,6,3,0,0,0,0,3,6,0,66,1221910,31,0,0,126,0.689457752,4.54,12.94,8.69,
1841,1,3,3,2,4,0,0,0,0,2,9,5,151,307509,28,0,0,79,0.91394043,4.89,8.55,10.77,
1842,0,3,4,3,3,0,0,0,0,1,5,7,170,690324,28,0,0,116,1.767847404,4.58,7.14,6.83,
1843,0,1,1,8,5,0,0,0,2,1,3,7,110,1063778,31,0,0,126,1.893961397,2.88,11.14,9.77,
1844,1,0,0,1,2,0,1,0,1,0,9,3,154,348924,41,0,0,157,0.08070127,4.73,10.05,8.65,
